radiohead	radiohead	1.00000002575
radiohead	metric	0.996266514296
radiohead	the shins	0.994801267982
radiohead	bonobo	0.989280804992
radiohead	disney	0.988512717187
radiohead	crystal castles	0.987872449681
radiohead	blink-182	0.98678043671
radiohead	the white stripes	0.986118229106
radiohead	portishead	0.98588112928
radiohead	sigur rós	0.985720342956
coldplay	coldplay	1.00000004195
coldplay	röyksopp	0.98798989132
coldplay	the decemberists	0.97835159488
coldplay	led zeppelin	0.978094093502
coldplay	placebo	0.977008620277
coldplay	dj shadow	0.976471628994
coldplay	air	0.974635476246
coldplay	muse	0.974428450689
coldplay	r.e.m.	0.967475045472
coldplay	bloc party	0.965110063553
the beatles	the beatles	0.999999993566
the beatles	inxs	0.993261683732
the beatles	klaxons	0.992318116594
the beatles	kanye west	0.985597339459
the beatles	the white stripes	0.985214397311
the beatles	the killers	0.984900337644
the beatles	the shins	0.977978520095
the beatles	blink-182	0.977665366605
the beatles	belle and sebastian	0.977139651775
the beatles	r.e.m.	0.975088758394
sigur rós	sigur rós	0.99999997655
sigur rós	disney	0.997743783286
sigur rós	led zeppelin	0.994942923542
sigur rós	air	0.991335961968
sigur rós	the shins	0.988179272041
sigur rós	crystal castles	0.987154500559
sigur rós	portishead	0.986870765686
sigur rós	blink-182	0.986391738988
sigur rós	radiohead	0.985720342956
sigur rós	múm	0.975115543231
r.e.m.	r.e.m.	1.00000000786
r.e.m.	bloc party	0.997090955498
r.e.m.	kings of convenience	0.993693181779
r.e.m.	the decemberists	0.993329789024
r.e.m.	the killers	0.986733734608
r.e.m.	múm	0.979927958921
r.e.m.	röyksopp	0.977413510904
r.e.m.	muse	0.97611053288
r.e.m.	the beatles	0.975088758394
r.e.m.	cut copy	0.971126167104
bob dylan	bob dylan	0.999999962884
bob dylan	the smiths	0.997463784879
bob dylan	asobi seksu	0.992663804907
bob dylan	jack johnson	0.989985645749
bob dylan	the rolling stones	0.985262937844
bob dylan	the postal service	0.981371033937
bob dylan	the shins	0.968345735222
bob dylan	rilo kiley	0.96588267386
bob dylan	sigur rós	0.964238665998
bob dylan	blink-182	0.96252123639
portishead	portishead	0.999999970122
portishead	sigur rós	0.986870765686
portishead	radiohead	0.98588112928
portishead	disney	0.984834345989
portishead	crystal castles	0.984248170629
portishead	led zeppelin	0.982021363452
portishead	air	0.979404900223
portishead	dj shadow	0.976005323231
portishead	bonobo	0.974680434912
portishead	the shins	0.972418079153
queen	queen	1.00000002329
queen	red hot chili peppers	0.987528151833
queen	led zeppelin	0.98115073517
queen	air	0.979419367388
queen	madredeus	0.971093254164
queen	pink floyd	0.970477266237
queen	sigur rós	0.969357287511
queen	jamiroquai	0.968488804996
queen	disney	0.963928706944
queen	rilo kiley	0.960517767817
the rolling stones	the rolling stones	0.999999945987
