46,2217,3.557182
62,8,3.480422
25,4268,3.191077
54,5770,3.724511
0,2947,2.963923
62,9301,3.615828
37,1379,2.886076
5,4435,4.378289
41,4886,3.810753
10,1917,2.924459
33,6659,2.468413
23,3337,3.761577
3,1857,3.157367
28,396,2.609797
19,733,3.842655
75,5883,3.104576
14,4038,1.868342
12,7132,2.710056
77,2326,3.661892
14,6131,1.802705
83,3675,3.925234
7,2367,3.948298
62,3423,3.424645
36,11218,3.560047
36,3606,2.540830
14,4349,1.768653
3,2371,3.177110
32,3683,3.723229
28,2370,2.370748
23,1574,3.430373
37,2565,2.538811
11,1094,2.893189
31,1198,2.745001
57,7256,3.217280
19,6129,3.803002
19,3524,3.866500
7,13462,3.800000
9,963,2.611183
74,974,3.663100
3,7666,3.106610
67,7139,3.628952
62,2302,3.454928
3,3587,2.964731
45,6544,3.711576
40,5918,3.146426
81,1890,2.725637
14,54,1.771647
14,8986,1.916088
4,8966,2.775990
19,8447,3.986484
21,6395,3.283200
3,8021,3.283601
13,809,3.566975
35,9180,3.187733
26,849,4.152141
69,5527,3.255817
81,1599,3.044924
15,2198,2.674440
33,1901,2.413749
13,7319,3.466897
22,2945,3.702929
68,4390,3.856548
25,5688,3.194772
3,2749,3.082227
81,7489,2.791788
4,1329,2.809837
66,6252,3.430466
16,8745,3.501606
39,1591,3.588617
4,1227,3.164858
40,2599,2.637102
75,5535,2.968456
57,4510,3.691476
16,3,3.771875
3,7001,3.122347
59,1094,3.822389
40,556,3.046931
87,1198,2.829504
57,2021,3.505139
82,8628,3.356463
40,3377,3.349331
36,6586,3.715686
34,559,2.777162
25,1824,3.448917
63,6,4.349874
7,12301,3.873658
0,3428,2.814852
48,10618,3.273749
19,10223,3.773994
65,910,3.285178
7,6198,3.888624
32,150,3.502182
7,3100,3.949319
39,3177,3.099590
40,2376,3.446709
55,9746,2.834181
87,1510,2.909891
33,8711,2.329009
14,2759,1.772626
81,290,3.316310
57,7577,3.689054
76,997,3.551609
11,7319,2.558022
77,174,3.594559
28,2628,3.026430
25,2592,2.663498
81,11014,3.195708
38,3561,3.219373
6,1049,3.139259
17,1909,3.708850
10,101,3.324064
28,124,2.571492
17,1187,3.629035
9,2820,2.456697
14,2279,2.111589
16,8350,3.038739
48,5548,3.391248
21,2526,3.263108
66,1745,3.536620
4,4575,3.148733
16,3244,3.765579
61,1173,3.390923
16,10351,3.784956
87,1856,3.207414
62,3421,4.076269
62,7295,3.353808
62,2414,3.694847
59,1508,3.704699
50,115,4.356845
82,7803,3.270308
76,2345,2.906115
40,1742,3.304032
57,5252,3.734781
19,905,3.770689
43,1008,3.628350
46,2833,3.040830
41,6208,3.512058
61,3556,2.744716
64,11272,2.430308
5,1509,4.567576
14,1705,1.805274
7,1890,3.685895
16,10506,3.501347
4,3130,2.807832
25,10047,3.859594
19,625,3.907280
82,6450,4.099967
33,3087,2.458320
77,1439,3.451028
57,4691,3.330722
70,11205,3.271406
17,2435,3.543702
4,3203,2.937174
6,262,3.338601
9,3052,2.632457
41,4807,3.003204
42,9557,2.877504
27,10285,3.290368
31,2325,3.071469
77,2526,3.720811
6,2490,3.190305
40,7479,3.065835
35,3039,2.538680
48,11785,3.383590
40,1163,3.756135
41,155,3.525700
7,8917,3.988342
42,4496,2.600248
2,1543,3.560685
48,11520,3.496682
81,6665,3.597859
41,2481,3.333197
47,10994,3.583396
43,8347,3.292667
10,5755,2.912901
67,4397,3.576933
79,8246,3.890484
7,7536,3.846888
30,1468,2.831369
14,6947,1.791980
25,1911,2.620317
36,2951,3.022681
12,4417,3.272229
87,2817,3.413942
31,9438,3.295359
30,6915,2.845960
3,12700,3.313783
12,7473,3.404660
36,4476,2.710059
5,5358,4.480434
25,1415,3.197786
2,5689,4.024811
34,8222,2.703865
87,764,3.107785
7,465,3.964959
14,7032,1.814473
1,244,2.707428
14,11967,1.925833
9,3632,3.334004
3,6340,3.011902
46,3485,3.248777
15,2682,3.114151
55,8265,2.695763
40,12197,3.553926
77,127,4.008412
57,9767,3.349886
41,1498,3.663214
10,6612,3.856657
18,525,3.675383
55,4622,3.256369
11,7438,2.465491
48,7374,3.242397
57,7798,3.406716
58,3580,4.072150
87,2570,2.801001
59,3045,3.340359
61,2811,3.170411
3,5253,3.259199
48,10316,3.638553
27,644,2.906692
30,6527,3.327708
81,11271,3.757824
41,2200,3.664506
15,1640,2.581587
7,3401,3.891061
87,1068,2.859141
69,1538,3.090635
35,5529,2.616847
67,1098,3.412161
47,5017,3.999335
4,2678,2.924240
55,1586,3.681522
11,8452,2.557913
38,886,3.886214
28,1148,2.739174
55,7124,2.993238
63,3421,4.588691
45,8073,3.589680
17,1526,3.822087
21,1598,3.323218
53,1993,3.997573
66,9453,3.359813
60,1229,2.634673
42,2060,3.071808
46,8670,3.230319
29,16,3.850019
4,9275,3.052375
63,3314,4.578156
59,12983,3.199256
4,2124,3.059821
14,7899,1.815732
24,6138,3.263605
40,8187,3.180731
7,2857,3.782911
39,998,3.377841
29,3241,4.167682
37,1612,2.789726
33,3434,2.372014
15,1273,2.834424
77,1212,4.099164
48,1364,2.899682
36,195,2.485144
73,4851,2.964509
30,10351,3.740659
87,2789,2.972269
42,9314,2.718001
36,3933,3.107517
77,2628,3.856268
4,7920,3.032647
55,10047,3.648558
5,1089,4.403011
34,5629,2.704864
37,6285,2.621297
1,1,2.904689
7,1797,3.929965
54,6155,3.273129
67,1174,2.721777
66,4564,3.030250
77,3533,3.694347
46,1550,3.595005
35,2860,3.101119
48,2970,3.756762
60,3669,2.735257
46,505,3.103698
30,4338,3.180802
4,170,3.284348
12,12167,2.673856
14,1005,1.931665
73,7899,3.320701
31,6155,2.574889
5,3249,4.446129
87,2118,3.204001
85,1622,3.040638
19,4712,3.834608
27,6829,3.254265
41,10301,3.269354
82,191,3.739337
36,313,3.181166
61,2272,2.986836
62,111,3.029253
14,6699,1.994437
66,2450,3.466145
24,2188,3.793797
11,1372,2.308202
41,12721,3.224482
35,4490,2.683518
53,2721,3.624134
14,9987,1.704887
33,773,2.109186
12,8330,2.925946
7,420,4.025165
5,2040,4.371680
35,7356,2.573303
45,5792,3.820835
81,11667,3.462065
60,4564,2.658399
14,3329,2.881178
39,451,2.624374
12,2540,2.793185
75,2376,3.463015
36,4627,3.765352
12,10999,3.286436
16,6252,3.573988
28,2928,2.379086
40,7225,3.063464
39,5535,2.812097
42,5844,3.253944
81,5811,3.140484
22,1600,3.513041
22,3253,3.233278
36,6948,2.675210
14,4922,1.859762
7,2077,4.009668
7,7618,3.875816
16,3314,4.023695
7,3141,3.756179
31,824,2.743141
7,1163,4.234539
22,1547,3.355389
46,1440,3.520764
46,6702,3.735600
7,1278,3.847883
52,1532,3.079852
57,2865,3.706504
6,9866,3.544669
7,3253,3.927135
64,1684,2.420339
77,2918,3.807225
5,2827,4.203162
57,9222,3.572193
9,3621,2.664154
40,7483,3.264110
62,5161,3.482093
7,3087,3.974468
15,5975,2.910290
12,9692,2.892411
77,1967,3.860100
46,3806,3.292102
66,4435,3.062567
57,10812,3.686539
81,5561,3.304340
3,6965,3.278456
12,7026,3.173521
46,2542,3.238075
46,7469,3.545507
79,10351,4.028376
40,101,3.473565
41,2990,3.129988
14,2711,1.781286
47,4627,4.055309
59,3466,3.864259
48,4903,3.275849
64,7312,3.297051
39,1235,3.577110
36,2346,3.437902
40,421,3.355963
64,3572,2.827483
41,2968,3.074282
11,4964,2.852269
56,6822,3.161954
32,3304,3.584415
5,2772,4.465000
41,7855,3.341380
5,3251,4.242360
37,970,3.099425
13,588,3.624881
21,9956,2.929701
52,718,3.125234
7,3478,4.146691
15,1121,2.422183
87,427,3.517276
40,5638,3.626452
41,6252,3.492894
3,5755,2.891136
79,225,3.818823
27,6062,3.004468
14,5105,1.894315
72,8494,3.638876
25,4831,3.661091
64,6925,2.631642
63,6618,4.232258
7,1678,4.098484
42,1875,3.605524
30,1236,3.507356
7,2167,3.257667
5,3133,4.563360
73,2300,2.628653
41,4588,3.331650
4,4309,2.983195
5,8548,4.432719
7,10737,3.809759
9,1208,3.562218
33,1137,2.374732
55,4744,3.238642
42,5358,2.997693
14,9229,1.947012
3,9253,3.369738
9,2538,2.295011
40,9592,3.426688
22,2538,2.420839
55,8383,3.145086
57,10314,3.698945
4,3580,3.765079
45,2527,3.873066
14,4725,1.754930
66,1703,3.355114
9,1949,2.578514
81,1925,3.541419
7,995,4.255407
27,7103,3.266212
33,6704,3.267112
79,3447,3.994598
81,3033,3.386396
58,1353,3.517317
5,2624,4.318580
9,124,2.648755
22,3663,4.027160
14,7494,1.773894
58,2152,3.662470
3,921,3.760143
12,3675,3.075519
25,6135,2.779498
46,6710,3.189624
80,1902,3.140934
57,1973,3.025958
55,5001,2.977667
75,110,2.856112
38,1403,2.541633
6,475,2.787763
45,2675,3.731732
87,392,3.081461
53,9763,3.852598
84,2610,3.213146
68,4423,4.343111
60,3518,2.693237
72,6892,3.512405
37,4199,2.929173
40,2128,3.334405
14,1797,1.840835
40,7117,3.075753
75,785,2.688077
62,228,3.263757
81,11770,3.138505
85,934,3.443880
42,2098,2.573915
46,894,3.638608
19,1407,3.919888
3,6374,2.807366
27,6138,3.118830
35,1604,2.617679
9,554,2.889102
28,2987,2.719550
33,3021,2.684213
27,2399,3.010003
82,2239,3.934814
14,2685,1.891087
4,2359,2.644800
85,4579,3.566644
58,2585,3.157620
5,6282,4.422237
45,6919,3.863402
66,226,2.841120
52,1353,3.260949
81,935,3.175127
48,9692,3.224946
62,6477,3.784693
14,571,1.930959
25,2691,2.907674
37,10456,2.690001
42,7593,3.097261
37,230,2.736773
46,2406,3.701535
15,3871,2.685617
28,3607,2.481299
15,1850,2.977470
53,3615,3.787075
60,753,2.624084
66,1439,2.912966
13,1454,3.871564
12,9180,3.540261
3,857,3.170322
40,6047,3.747796
25,4097,2.866275
24,1173,3.616712
37,3255,2.897380
83,5535,3.617258
25,4496,2.790013
73,3015,4.043275
3,805,3.106340
7,5689,4.323019
3,6118,3.257223
62,664,3.856823
75,9106,3.457092
66,2532,3.774806
23,9760,3.735112
85,5310,2.951678
0,7709,2.562729
87,2823,3.093703
40,6391,3.282139
9,5625,2.811531
28,1240,2.490628
14,2518,1.699311
4,9,2.726187
11,13,2.327679
14,9861,1.794232
21,6586,3.977670
35,6501,2.451921
77,2538,2.894004
23,3208,3.325683
28,8,2.906341
75,2177,2.714196
13,140,3.402363
46,1800,3.137718
7,5662,3.873053
50,2846,3.866293
48,11559,3.334831
24,1743,3.777943
42,2378,2.792425
48,7201,3.291466
38,1901,2.961882
57,1335,3.409214
75,291,3.252669
5,2158,4.497262
85,1116,3.308099
7,3384,3.860769
85,11117,3.712714
9,101,3.170101
7,2395,3.763241
14,8485,1.926485
14,1390,1.866652
28,2782,2.849325
41,5643,3.877059
9,1084,2.882291
8,2526,3.465574
4,1532,2.905068
63,1787,4.215375
73,477,2.774308
42,805,2.793856
67,1380,3.663138
84,6144,3.234753
25,4423,3.944338
59,2827,2.919605
28,2060,2.995362
46,8384,3.588035
15,681,2.744156
81,3181,3.294916
85,150,3.462115
9,1752,2.617465
77,2414,3.955467
4,9992,2.827795
46,2836,3.336245
38,970,3.256543
5,9260,4.454744
77,396,3.615690
41,1801,3.623122
62,1705,3.310949
70,5722,3.188440
36,5614,2.860757
4,5663,2.877545
46,3243,2.886912
72,150,3.779861
40,6667,3.640539
66,2765,2.759957
15,6196,2.606966
28,2905,2.848339
40,8580,3.622141
